position_id,employee_id,job_id,position_location,starting_date,performance_score
196,105,15,Sweden,2022-12-03,8
197,358,30,Spain,2021-06-13,10
198,72,25,Japan,2020-05-09,9
199,34,8,United States,2021-03-26,7
200,16,2,United Kingdom,2022-07-15,7
201,280,15,Israel,2020-06-11,4
202,314,23,Israel,2021-10-10,7
203,39,30,Argentina,,6
204,484,11,United States,2023-05-05,6
205,409,27,Japan,2022-05-09,7
206,127,19,Sweden,2022-11-04,6
207,5,25,Spain,2022-02-04,9
208,51,23,Spain,2022-04-05,8
209,15,22,Brazil,2023-10-06,
210,63,35,Italy,2022-02-04,5
211,410,29,United States,,
212,97,7,France,,9
213,201,13,Singapore,2021-05-31,2
214,475,28,United States,2020-04-03,7
215,65,6,Japan,2021-11-24,8
216,237,,Italy,,7
217,370,14,Japan,2021-07-08,6
218,390,21,Italy,2022-03-28,9
219,49,34,Israel,2023-08-17,7
220,405,10,France,2023-03-14,9
221,123,25,India,2023-08-09,7
222,408,27,Japan,2021-08-16,
223,127,24,United States,2022-02-23,1
224,39,1,Japan,2021-08-29,9
225,105,30,France,2020-09-30,9
226,441,32,Israel,2021-01-25,9
227,462,6,Japan,2022-10-21,2
228,212,28,Australia,2021-03-11,8
229,333,11,United Kingdom,,
230,414,23,United Kingdom,2020-05-06,7
231,264,15,Argentina,2020-11-12,
232,29,25,United States,2023-03-15,9
233,496,23,Australia,2023-05-05,10
234,458,6,Singapore,2022-07-12,9
235,194,7,Brazil,2021-05-13,8
236,385,18,United States,2020-09-05,8
237,397,,Israel,2020-01-12,8
238,416,19,Spain,2020-07-31,10
239,276,36,Israel,2022-02-13,7
240,345,2,Japan,2023-03-31,
241,489,16,United States,2021-04-14,7
242,401,34,Italy,2021-09-28,6
243,277,8,Israel,,6
244,215,23,Australia,2023-10-11,4
245,467,,Japan,,7
246,210,2,Argentina,2022-10-03,8
247,485,33,United States,2021-09-16,6
248,356,32,United States,2020-02-20,8
249,180,8,United States,2023-04-01,6
250,411,18,Israel,2023-11-05,8
251,402,12,Israel,2023-02-24,9
252,57,22,Singapore,2020-06-16,
253,350,21,Australia,2023-10-09,
254,164,11,Germany,2021-07-31,10
255,72,1,United States,2021-03-29,9
256,215,10,Israel,2023-05-02,9
257,297,28,Japan,2020-07-22,1
258,423,24,United States,2020-11-30,9
259,249,10,India,2021-11-04,6
260,99,27,United States,2020-11-07,9
261,195,35,Israel,2022-02-24,8
262,252,23,France,2022-11-10,7
263,42,3,Canada,2021-05-23,7
264,424,13,United States,2022-01-19,9
265,289,27,Spain,2021-10-01,8
266,400,5,United States,2022-01-14,9
267,211,28,Japan,2023-07-04,6
268,312,22,India,2022-10-14,4
269,395,2,United States,2021-07-01,7
270,130,21,India,2021-10-22,6
271,486,26,Japan,,8
272,152,6,Singapore,2021-08-16,8
273,240,36,Israel,2022-06-08,7
274,416,22,Japan,2022-11-11,
275,419,30,United States,2020-11-27,8
276,376,33,Israel,2020-07-02,
277,294,24,Israel,2022-09-13,9
278,217,15,Israel,,8
279,263,,Israel,2021-04-08,4
280,273,18,Sweden,2020-08-15,7
281,63,14,Sweden,,6
282,105,23,Israel,2022-10-25,
283,232,32,Brazil,2023-10-09,9
284,412,14,Italy,2023-07-01,8
285,332,21,Canada,2023-09-15,8
286,191,9,Israel,2023-06-03,8
287,328,16,Israel,2021-03-03,4
288,136,22,United States,2022-09-28,9
289,118,18,United States,2021-07-20,9
290,314,7,United States,2022-08-09,9
291,280,29,Spain,2021-04-28,7
292,471,,Israel,2023-05-20,9
293,32,2,Israel,2022-11-14,7
294,230,35,Israel,2020-05-30,8
295,28,10,United States,2020-11-09,6
296,349,7,Australia,2023-07-18,7
297,370,32,Brazil,2020-05-14,8
298,420,2,Singapore,2023-08-29,10
299,170,3,France,,6
300,492,,Singapore,2021-12-24,3
301,277,29,France,,6
302,370,23,Japan,2020-12-20,
303,244,15,Israel,2021-08-15,9
304,436,7,Japan,2023-08-18,9
305,247,1,Italy,2022-09-10,7
306,199,17,Spain,2020-04-21,6
307,57,29,Spain,,9
308,488,3,Spain,2023-08-12,9
309,442,31,United States,2021-08-24,7
310,409,33,United States,2022-02-06,5
311,147,30,Israel,2021-12-01,7
312,30,18,Spain,2022-04-15,9
313,274,2,Singapore,2022-12-11,7
314,335,25,France,2021-06-23,8
315,49,4,Germany,2023-05-20,8
316,441,15,United States,2021-11-02,9
317,387,29,United States,2020-10-10,9
318,423,20,India,2020-02-10,8
319,477,18,Australia,2022-08-20,8
320,311,35,Israel,2023-04-16,
321,239,9,Canada,2022-01-12,6
322,349,26,United States,,8
323,100,35,Sweden,,7
324,385,36,Argentina,2023-02-10,5
325,411,22,Sweden,2023-08-27,8
326,299,9,United States,2022-03-25,
327,393,28,Israel,2023-01-13,
328,14,1,Spain,2021-08-03,7
329,72,35,Brazil,2022-11-13,2
330,427,1,Israel,2022-04-18,8
331,252,33,United Kingdom,2021-09-07,5
332,104,5,Germany,2023-12-05,
333,245,36,United States,2021-02-28,8
334,230,31,Japan,2022-01-23,8
335,193,26,Canada,2022-02-16,8
336,95,3,Singapore,2023-11-25,7
337,234,17,United States,2023-10-02,8
338,76,26,Japan,2020-08-07,6
339,144,24,Sweden,2022-05-14,7
340,79,36,Israel,2021-01-04,9
341,228,36,Japan,2020-04-15,7
342,81,,Japan,,6
343,260,28,Brazil,2020-05-01,7
344,188,13,Brazil,2020-01-24,8
345,265,13,Japan,2020-03-02,6
346,148,2,Italy,2022-02-13,9
347,10,24,India,2020-06-11,6
348,386,26,United States,2020-10-29,8
349,247,17,Argentina,2022-07-07,7
350,24,28,United States,2020-03-03,9
351,365,15,India,2020-04-04,3
352,477,35,Italy,2021-04-03,8
353,405,21,Israel,2020-11-23,6
354,107,18,Israel,2020-06-26,4
355,168,24,Spain,2021-04-16,9
356,34,5,United States,2021-05-19,8
357,316,34,Canada,2021-12-05,
358,45,7,Spain,2021-11-04,5
359,406,19,India,2023-11-25,4
360,15,28,India,2020-06-24,7
361,442,11,Israel,2023-02-20,1
362,291,8,Israel,,
363,341,8,Japan,,7
364,192,34,Spain,2020-11-16,7
365,273,30,United States,2023-04-26,6
366,175,25,United States,2021-11-29,6
367,315,4,Israel,2020-10-15,8
368,354,29,Brazil,2021-11-23,9
369,121,,India,2021-09-17,8
370,108,6,United States,2022-01-21,3
371,360,3,Argentina,2023-01-15,6
372,380,31,Japan,2021-11-06,9
373,70,9,Japan,2021-08-05,8
374,148,18,Argentina,2021-04-13,9
375,169,17,France,2020-11-27,9
376,439,26,United States,2021-12-05,7
377,500,2,France,2021-02-16,
378,173,31,United States,2021-04-16,6
379,453,31,Israel,2023-12-06,8
380,307,34,Israel,2022-01-22,7
381,95,8,United States,,7
382,308,19,India,2020-09-18,7
383,494,34,Spain,2023-12-24,8
384,360,11,Australia,2021-11-11,8
385,401,19,France,2023-08-26,
386,302,4,France,2022-03-29,8
387,316,34,France,2022-08-05,7
388,243,35,Spain,2020-07-22,8
389,330,14,Japan,2020-11-02,5
390,406,22,France,2021-12-24,2
391,159,12,Canada,,8
392,279,33,Israel,2020-11-22,9
393,196,6,Germany,2021-10-13,8
394,223,1,Israel,2021-07-11,9
395,395,15,Japan,2023-04-06,8
396,154,1,Israel,2022-07-08,10
397,202,13,United States,2021-10-29,8
398,213,15,Canada,2020-08-01,5
399,213,29,United Kingdom,2021-06-17,8
400,93,27,Israel,2023-12-16,7
401,412,14,India,2022-06-25,8
402,26,12,Canada,2023-10-14,7
403,439,27,Japan,2022-08-27,9
404,38,11,Japan,2021-04-25,7
405,188,33,Japan,2023-08-10,8
406,444,10,Australia,2021-05-04,5
407,129,12,Sweden,2022-02-04,8
408,499,29,Canada,2022-11-27,7
409,12,1,Japan,2020-09-18,8
410,7,13,Canada,2022-09-24,9
411,250,32,Germany,2022-07-09,2
412,195,6,Brazil,2023-06-02,7
413,451,3,Israel,2022-02-10,8
414,476,24,United Kingdom,2020-04-24,7
415,397,28,United States,,9
416,485,25,Germany,2020-05-12,8
417,331,22,United Kingdom,2023-08-14,8
418,30,30,Israel,,8
419,200,8,United States,,10
420,456,25,United States,2021-09-22,8
421,76,16,Australia,2020-07-12,8
422,251,14,Spain,2020-03-16,1
423,30,15,United States,,9
424,220,31,Singapore,2022-10-13,9
425,187,23,Singapore,2022-10-21,4
426,27,26,France,,7
427,71,14,United States,2021-04-26,8
428,486,36,United States,2022-05-31,8
429,224,6,Sweden,2021-02-01,4
430,61,36,Japan,2021-05-24,9
431,387,5,Brazil,2021-12-29,4
432,307,31,Singapore,2022-09-09,9
433,444,32,Israel,2020-08-24,8
434,134,9,India,2021-10-17,6
435,98,15,Singapore,2021-05-30,8
436,482,24,France,2022-09-14,10
437,251,18,Israel,2021-07-10,9
438,252,14,Italy,2022-10-21,10
439,404,28,Singapore,2023-03-02,3
440,365,9,India,2023-05-07,8
441,439,17,Canada,2022-05-08,5
442,96,2,Singapore,2020-11-17,9
443,481,26,Singapore,2021-07-27,6
444,403,16,United States,2020-07-21,5
445,217,21,Singapore,2023-07-09,8
446,479,30,United States,2022-01-15,
447,239,35,Japan,,1
448,450,2,Japan,2023-02-02,9
449,34,32,Singapore,2020-03-20,9
450,78,21,Canada,2022-09-28,6
451,96,5,India,2023-01-24,9
452,436,26,Israel,2021-12-25,7
453,410,14,United Kingdom,2021-06-17,7
454,238,3,United States,2020-10-26,8
455,298,17,India,2023-12-17,2
456,480,13,Australia,2020-12-14,7
457,338,6,Spain,2021-08-24,2
458,320,18,Japan,2023-05-25,2
459,187,35,Japan,2022-10-03,5
460,106,4,Japan,,8
461,202,10,France,2021-11-21,8
462,250,,India,2023-12-24,
463,164,34,France,2021-06-04,
464,97,10,Japan,2022-04-19,9
465,5,22,Japan,2021-12-06,
466,125,2,Italy,2021-12-16,6
467,330,23,France,2021-08-24,9
468,86,15,Japan,2021-05-28,6
469,456,16,Germany,2022-06-07,
470,462,35,Israel,2023-11-05,8
471,390,24,Spain,2021-06-05,8
472,112,15,India,,9
473,91,,Argentina,,5
474,67,22,India,2020-07-25,8
475,465,10,United States,2020-05-13,6
476,228,26,United States,2023-11-02,7
477,211,18,United States,2022-07-07,7
478,279,33,Argentina,2021-10-20,6
479,466,30,Israel,2023-05-15,
480,484,23,United States,2021-01-10,8
481,41,29,Sweden,2020-12-31,8
482,265,11,Israel,2020-08-16,7
483,153,32,Italy,2020-04-16,7
484,375,6,Canada,2023-05-04,8
485,37,5,Spain,,7
486,109,28,Brazil,,9
487,225,18,United States,2021-06-15,5
488,47,19,Brazil,2020-01-09,1
489,98,36,Singapore,2021-05-11,8
490,473,5,Sweden,2022-12-09,8
491,407,27,India,2020-08-25,3
492,495,9,Israel,2023-03-10,3
493,379,8,France,2020-03-13,
494,302,25,France,2020-07-28,8
495,321,14,France,2023-07-26,9
496,143,11,United Kingdom,2021-11-28,8
497,267,,Spain,2023-02-26,8
498,180,1,Israel,,8
499,233,4,Israel,2022-06-17,10
500,499,22,United States,2020-05-06,2
501,101,6,Sweden,2020-01-09,7
502,153,29,Argentina,,5
503,273,3,France,2020-07-25,8
504,191,35,Brazil,2023-12-15,
505,333,12,Israel,,7
506,274,17,Japan,2021-03-05,8
507,276,33,Sweden,,4
508,242,35,Israel,2020-01-21,6
509,3,10,Canada,2020-01-05,7
510,416,30,Japan,2021-11-08,9
511,474,8,United States,2020-04-01,9
512,378,3,Israel,2023-09-16,6
513,141,35,France,2022-05-02,1
514,54,32,Italy,2020-03-18,
515,269,36,Brazil,2020-08-30,5
516,454,22,United States,2023-07-18,10
517,48,30,Argentina,2021-02-01,5
518,231,31,United States,2023-03-17,6
519,53,34,Israel,2022-01-01,10
520,95,32,United States,2023-06-05,9
521,71,33,Germany,2022-01-02,8
522,7,1,United Kingdom,2021-09-25,6
523,192,24,Australia,2023-12-08,8
524,248,24,Australia,2020-02-13,8
525,129,33,Italy,2020-09-27,6
526,354,8,Japan,2023-09-01,9
527,68,21,Sweden,2021-06-08,
528,425,11,United States,2021-05-22,6
529,195,36,United Kingdom,2020-08-13,5
530,468,19,Sweden,2021-08-29,4
531,385,14,Spain,,7
532,191,2,United States,2020-09-19,8
533,116,32,Canada,2022-08-14,7
534,36,18,Japan,,7
535,12,35,Israel,2021-10-24,8
536,253,10,Argentina,2021-07-08,9
537,32,27,Israel,,3
538,297,26,Spain,2023-06-11,9
539,212,15,Italy,2023-05-30,5
540,283,2,Japan,2020-04-15,4
541,354,,Sweden,2022-07-03,9
542,304,35,Singapore,2022-04-06,8
543,193,36,India,2022-09-14,8
544,305,25,Singapore,2020-01-24,8
545,153,12,Sweden,2021-08-22,6
546,116,28,Japan,2022-10-26,2
547,467,5,Israel,2022-04-13,7
548,372,12,Sweden,,8
549,299,36,Israel,2020-12-26,8
550,479,21,Israel,2023-06-23,9
551,15,16,Brazil,2022-04-22,9
552,391,23,Canada,2023-08-19,6
553,95,3,India,2021-10-29,3
554,77,27,Sweden,,1
555,39,4,Japan,2023-07-08,
556,378,,Israel,2022-11-01,5
557,211,28,United States,2022-08-14,6
558,319,31,United States,2022-03-17,8
559,238,4,Israel,2021-03-15,8
560,468,20,Australia,,9
561,476,36,Japan,,8
562,492,32,Japan,2022-07-19,9
563,498,7,Canada,2020-09-01,8
564,114,7,Japan,2022-03-26,7
565,92,33,Canada,2023-10-17,8
566,131,,Japan,2022-10-06,8
567,454,8,Israel,2022-08-03,
568,383,9,Japan,2021-06-30,
569,221,13,United States,2020-12-04,2
570,148,9,Israel,2023-03-21,8
571,447,25,Japan,2020-09-20,
572,369,35,Israel,,8
573,190,6,Japan,2022-09-07,6
574,472,2,Sweden,2023-12-23,5
575,192,17,United States,2021-10-21,9
576,289,28,United States,2023-10-19,9
577,100,11,Japan,2023-11-11,9
578,13,26,United States,2021-11-16,8
579,96,19,Italy,2021-08-12,9
580,110,36,India,2020-11-20,
581,232,21,Italy,2023-08-12,8
582,461,27,Canada,2020-01-21,8
583,175,12,Israel,2021-11-04,3
584,390,7,United States,2022-01-19,
585,31,9,Japan,2020-02-23,10
586,58,5,Italy,,9
587,235,33,Singapore,2022-11-27,7
588,37,12,United States,2020-06-24,9
589,22,32,Israel,,7
590,266,13,Spain,2021-03-04,8
591,136,4,France,2021-04-07,5
592,388,29,Japan,2021-09-13,
593,375,35,Brazil,2020-10-24,2
594,487,23,Spain,2020-10-10,7
595,91,9,Spain,2022-07-14,
596,411,32,Spain,2022-10-10,7
597,191,34,United States,2020-10-04,5
598,61,3,Canada,2021-04-07,2
599,494,4,Japan,2021-08-20,6
600,420,14,Japan,2021-08-05,8
601,287,31,United Kingdom,2022-09-16,10
602,254,12,Germany,,7
603,282,1,United States,2021-09-09,6
604,64,14,Sweden,2022-07-19,8
605,290,12,Israel,2023-08-20,9
606,456,18,United States,2021-05-30,8
607,17,10,Argentina,2022-10-31,1
608,115,31,Israel,2023-09-09,8
609,365,22,Brazil,2022-10-26,
610,305,7,United Kingdom,2022-05-23,6
611,143,33,Brazil,,7
612,132,36,Japan,2022-01-08,4
613,473,6,Italy,2023-12-20,8
614,103,6,Canada,2021-04-02,6
615,31,34,Brazil,2021-01-11,9
616,74,9,Israel,,3
617,243,3,Argentina,2023-12-26,8
618,75,36,United States,2021-11-20,8
619,318,33,Japan,2021-09-29,8
620,265,6,Germany,2022-03-17,8
621,61,22,United States,2023-10-17,
622,2,18,United States,2020-12-26,6
623,439,6,Japan,2020-05-09,8
624,258,22,United Kingdom,2023-06-29,
625,181,8,Italy,2023-11-25,4
626,380,9,United States,2020-02-20,8
627,431,22,Spain,,2
628,497,15,Argentina,2020-02-10,
629,39,26,Spain,2021-04-07,6
630,60,24,Brazil,2021-02-11,7
631,291,10,United States,2023-06-08,9
632,277,25,United States,2022-05-08,7
633,126,14,Italy,2020-11-23,9
634,337,33,United States,2021-02-21,8
635,447,6,United States,2021-10-10,7
636,45,9,Australia,2023-06-12,7
637,366,27,Israel,2022-04-22,8
638,394,20,Argentina,2021-11-14,8
639,440,7,United States,2020-06-02,2
640,165,9,United States,2020-10-15,7
641,473,20,Argentina,2023-12-03,7
642,191,7,United Kingdom,2020-10-20,4
643,338,10,Japan,2023-11-14,7
644,11,1,Israel,2020-07-07,6
645,172,32,Israel,2020-07-24,6
646,31,23,Japan,2020-01-11,
647,369,30,India,2021-12-22,8
648,17,14,India,2020-09-28,3
649,91,6,Japan,2021-08-20,2
650,345,17,United States,2022-08-27,4
651,233,26,Germany,2022-10-12,
652,204,35,Italy,2023-05-06,
653,449,15,Israel,2023-04-18,10
654,494,36,Australia,2021-11-23,6
655,27,20,United States,2023-09-04,9
656,134,35,United States,2020-10-08,9
657,170,27,Canada,2021-10-24,
658,330,29,Germany,2022-04-28,5
659,349,3,Canada,2021-09-19,8
660,246,33,United States,2020-10-30,8
661,365,20,Israel,2021-07-08,6
662,203,33,Singapore,2020-03-22,6
663,1,24,United Kingdom,,2
664,265,2,Israel,2022-07-25,8
665,248,20,Brazil,2020-11-05,9
666,385,22,Italy,2020-06-09,8
667,449,2,France,,9
668,189,20,Sweden,2023-12-24,7
669,174,32,Brazil,2023-09-16,1
670,136,19,Italy,,8
671,164,17,Canada,2021-09-19,10
672,278,24,Argentina,2021-08-10,2
673,130,16,Spain,2020-05-20,6
674,379,34,United States,2022-02-17,8
675,266,17,United Kingdom,2020-09-08,1
676,132,27,Australia,2022-07-24,9
677,489,15,Israel,2022-12-30,9
678,208,27,Sweden,2022-01-13,
679,246,20,Japan,2020-12-26,8
680,4,25,Italy,2020-02-02,8
681,429,17,United States,2022-05-07,8
682,144,26,United States,2023-10-18,8
683,338,,Spain,2021-03-15,9
684,314,12,Australia,2022-02-16,5
685,71,29,Australia,2022-01-01,4
686,372,20,Japan,2022-10-20,9
687,166,34,Japan,,6
688,53,29,Sweden,2020-08-27,9
689,140,8,Italy,2023-04-21,1
690,305,4,Japan,2023-05-02,6
691,422,23,Israel,2020-12-08,4
692,215,16,Sweden,2023-03-17,2
693,280,5,United States,2021-02-27,7
694,30,25,United States,2023-08-11,9
695,373,9,United States,,9
696,344,32,Sweden,2021-08-12,9
697,323,28,Sweden,2020-01-14,2
698,195,17,Israel,2020-03-11,8
699,244,11,United States,2022-10-18,6
700,231,3,United Kingdom,2020-12-05,4
701,388,31,Argentina,2020-09-17,1
702,264,5,France,2020-05-18,6
703,428,9,Italy,2022-06-09,4
704,247,9,Japan,2020-11-03,8
705,408,7,Israel,2023-02-18,
706,469,,Argentina,2020-12-19,8
707,370,21,Israel,2020-05-14,7
708,466,4,Sweden,2022-06-24,7
709,21,28,France,2023-09-14,8
710,329,25,Sweden,2022-11-08,2
711,373,27,Australia,2022-11-08,5
712,493,9,Australia,2022-12-09,7
713,464,10,United Kingdom,2021-11-03,2
714,123,6,Singapore,2021-03-12,
715,437,,India,2022-01-28,5
716,459,9,Israel,2021-09-04,1
717,158,35,United States,2023-05-31,2
718,76,21,Israel,2021-06-18,3
719,168,32,Israel,2021-11-23,7
720,184,36,United States,2020-02-08,1
721,6,21,Italy,,9
722,306,23,France,2021-01-26,8
723,270,31,Japan,,9
724,300,33,Germany,2023-11-17,9
725,372,11,United States,2022-06-20,4
726,374,26,Spain,2022-01-12,6
727,184,8,United States,2020-10-16,
728,103,22,Singapore,2022-12-25,7
729,48,21,Italy,2020-11-17,10
730,291,7,Japan,2020-01-10,
731,43,9,India,2021-12-13,8
732,80,11,Japan,2020-03-23,6
733,367,15,United Kingdom,2023-08-25,6
734,216,5,Sweden,2022-08-02,9
735,464,19,Argentina,2021-07-14,6
736,259,24,Israel,,8
737,33,7,Germany,2023-09-02,5
738,248,13,Spain,2020-11-16,
739,114,10,Japan,2022-10-12,8
740,439,7,Singapore,2021-11-17,8
741,179,2,Singapore,2023-03-02,5
742,235,7,France,2021-10-15,5
743,280,32,United Kingdom,2020-07-12,7
744,229,26,Italy,2022-10-09,3
745,102,4,Israel,2023-07-20,4
746,388,24,Italy,2021-09-26,7
747,395,16,United States,2023-12-29,5
748,339,7,Germany,2021-09-29,4
749,326,28,Italy,2022-05-01,9
750,75,14,Canada,2020-06-03,9
751,338,34,Canada,2021-05-17,9
752,272,17,Japan,2023-09-29,8
753,22,33,Argentina,2022-08-06,9
754,54,20,United States,2020-06-27,
755,440,17,Canada,2023-07-03,8
756,145,8,France,2023-11-15,6
757,423,12,India,2020-04-09,9
758,194,11,Israel,2020-04-03,7
759,83,28,Israel,2023-09-08,
760,22,14,United Kingdom,,
761,377,21,United States,2021-12-11,9
762,478,,Australia,2023-10-01,4
763,401,30,Japan,2020-12-12,8
764,53,18,Brazil,2020-07-30,8
765,330,36,United Kingdom,2020-03-31,9
766,76,33,United States,2020-04-30,8
